,Return,Volatility,Sharpe,Weights
152,0.2662028942188485,0.22701275001116503,1.0404829429502593,"[0.20004401 0.01962285 0.08508991 0.19430581 0.17777419 0.17612636
 0.14703687]"
153,0.17810234963046628,0.2231177704449097,0.6637855395163803,"[0.18291912 0.19657742 0.08893906 0.19491208 0.08585142 0.15669038
 0.09411053]"
154,0.2025768850534542,0.22448859686495778,0.76875568498149,"[0.21233671 0.20345854 0.04524693 0.09384762 0.03613714 0.21070193
 0.19827114]"
155,0.2839055440436323,0.2505142718133734,1.0135372416338233,"[0.19628325 0.2051699  0.08165509 0.10574325 0.16288634 0.04984079
 0.19842137]"
156,0.31391656571002424,0.23921611276577337,1.1868622160415212,"[0.23746814 0.06940807 0.1040416  0.04441827 0.18010283 0.18175663
 0.18280445]"
157,0.2233735491612142,0.22352559766771737,0.8651069549925742,"[0.24160113 0.00162237 0.00618377 0.22534455 0.16184839 0.2227557
 0.1406441 ]"
158,0.25999588783749783,0.2144022907933138,1.0727305523951534,"[0.08789886 0.07208421 0.13071838 0.22048781 0.0929025  0.17435567
 0.22155257]"
159,0.2528327415491519,0.23120032274759098,0.9638080903218539,"[0.23153567 0.09912075 0.06485534 0.18799259 0.13200163 0.09403476
 0.19045925]"
160,0.2812274642048607,0.2482123947824045,1.0121471348161295,"[0.20607352 0.07643186 0.22227954 0.22853137 0.20853168 0.00180532
 0.05634672]"
161,0.3636981286454554,0.2522825590263663,1.3227158069638112,"[0.0375789  0.08252759 0.10550662 0.10693142 0.25390099 0.17091998
 0.24263451]"
162,0.31376379135798077,0.27384632625368266,1.0362154396590697,"[0.08435022 0.10122585 0.18994951 0.22276992 0.33149383 0.04530015
 0.02491054]"
163,0.28179888721377544,0.23996576901776911,1.0493116924319739,"[0.06278958 0.16407696 0.0904147  0.11455225 0.20872494 0.20944463
 0.14999693]"
164,0.24354585532339917,0.20924498886827075,1.020554214838741,"[0.09671439 0.10747879 0.16795479 0.14745513 0.05377996 0.2408022
 0.18581473]"
165,0.21743282837903902,0.21536766398085608,0.8702923406166482,"[0.15957026 0.14544052 0.20573069 0.16370193 0.05183192 0.16402725
 0.10969743]"
166,0.17095207172946303,0.229422453410554,0.614377841549919,"[0.07676524 0.31557309 0.17171085 0.09451751 0.01749041 0.23331551
 0.0906274 ]"
167,0.27056081953350986,0.25236705750743865,0.9532179909274379,"[0.09051148 0.26729595 0.20835177 0.0858644  0.18329813 0.09653191
 0.06814636]"
168,0.25306303270127556,0.23143565219813952,0.9638231213845311,"[0.22972891 0.17333576 0.09275943 0.0251697  0.11384398 0.21392684
 0.15123538]"
169,0.26778761602732265,0.23151638769940877,1.0270876217024265,"[0.23086325 0.15027786 0.18553845 0.11826478 0.078761   0.06196771
 0.17432694]"
170,0.21847852748531907,0.22370262951857162,0.842540509653114,"[0.16363173 0.18487026 0.13524355 0.17967163 0.0513513  0.11090173
 0.1743298 ]"
171,0.2537997284309121,0.254489257130088,0.8794073704907384,"[0.19235532 0.18623914 0.06959216 0.19109954 0.21214439 0.03225875
 0.1163107 ]"
172,0.3361693845693728,0.262222780805496,1.1675926234512564,"[0.20561766 0.07353797 0.08679015 0.13220598 0.2650709  0.06051105
 0.1762663 ]"
173,0.18353586285107062,0.22158813026277543,0.6928884803937673,"[0.18893304 0.19250395 0.00978317 0.14343013 0.03325692 0.22593462
 0.20615818]"
174,0.3068241486511508,0.22910751584527744,1.2082717916512948,"[0.00810592 0.17555733 0.29167376 0.12425802 0.04834234 0.11514612
 0.23691652]"
175,0.29091219744912644,0.2707222689023362,0.9637633376338584,"[0.17799754 0.16990018 0.13313052 0.14418048 0.28855963 0.04240689
 0.04382478]"
176,0.25283578935822465,0.22823959470337646,0.9763239794034217,"[0.17121358 0.1271348  0.20729731 0.1851634  0.12387884 0.08318846
 0.10212363]"
177,0.2495781558145313,0.24466220103541114,0.8974747831306835,"[0.11409269 0.20097475 0.10034752 0.17922981 0.19497579 0.09917809
 0.11120136]"
178,0.2113860808894353,0.24782270053896366,0.731918748746413,"[0.22856693 0.24825417 0.12412827 0.09141641 0.17398402 0.12669837
 0.00695183]"
179,0.22511225988293337,0.2559774010156245,0.7622245522800039,"[0.08358634 0.20851531 0.1281452  0.25289396 0.24746699 0.06967878
 0.00971341]"
180,0.2712286023765233,0.235528856541535,1.0241997771257518,"[0.20888269 0.07407122 0.22267138 0.10973324 0.19752767 0.17456786
 0.01254594]"
