Date,Max Sharpe Portfolio,Min Volatility Portfolio,Equal Weight Portfolio
2025-01-03,1.0123092731171315,1.0069433059148158,1.0091565090555839
2025-01-06,1.0343367296852417,1.0144907820518863,1.02625599294777
2025-01-07,1.0347425460520254,1.005985440094424,1.0192664722799076
2025-01-08,1.0262858470439378,1.0068266264640489,1.0106628123906671
2025-01-10,1.0091704596276745,0.9921349197735766,0.9968544192267058
2025-01-13,1.0132276760430587,0.9880028004095064,0.9940538865403813
2025-01-14,1.0146956673046441,0.987700911822472,0.9923190392827768
2025-01-15,1.057428215603805,1.0129531721882536,1.02339957254696
2025-01-16,1.0501281707998324,1.0060126142094907,1.0112641047154525
2025-01-17,1.069213216695872,1.0168865121612845,1.0279900813490208
2025-01-21,1.0817884818431671,1.019598583995011,1.0290377543096942
2025-01-22,1.0831375071235907,1.0351515890439111,1.0367141894150187
2025-01-23,1.0844594361238618,1.0403696417505295,1.0397976143222238
2025-01-24,1.0876068404311934,1.0419376505321174,1.0425764409150537
2025-01-27,1.0689749756024791,1.0352145305066982,1.0401812953197562
2025-01-28,1.0732419019524935,1.0524412056679273,1.0538658932166585
2025-01-29,1.0777858069621808,1.0507583236162772,1.0560758693113672
2025-01-30,1.0974389312900883,1.0399966961928744,1.058154085016386
2025-01-31,1.101559876340456,1.0405358748267566,1.0585640666088745
2025-02-03,1.0890487133764508,1.0353947396243945,1.050851899359633
2025-02-04,1.093559967699443,1.0417402148429682,1.0543220408444816
2025-02-05,1.0682919513458635,1.0353317305065772,1.0474707127474194
2025-02-06,1.080113995403016,1.0357916931436646,1.0478563997639483
2025-02-07,1.0619936912827341,1.0231889121175803,1.0362661410525909
2025-02-10,1.059401149931102,1.0292930895885737,1.035672052098003
2025-02-11,1.063917566623084,1.0311719125940912,1.0481868120756666
2025-02-12,1.0678444867223194,1.0319356025858193,1.063335286106969
2025-02-13,1.0785231795659587,1.0416111218886663,1.0704341991935769
2025-02-14,1.089775657969344,1.0390686127100326,1.077653322470709
2025-02-18,1.0912815274637273,1.0427890231297035,1.0840446931742467
2025-02-19,1.0904382239439196,1.0469428113863053,1.0821233263420962
2025-02-20,1.0725312797073396,1.0426534352576202,1.0699559430876942
2025-02-21,1.0480146985290362,1.027787171397551,1.0490267349908104
2025-02-24,1.0397563467949646,1.024841989850868,1.0399737984664785
2025-02-25,1.0273338346517071,1.0175973099744788,1.0291978306646707
2025-02-26,1.0252192663876056,1.0130755301732248,1.0282980587071326
2025-02-27,1.010433660442456,1.005385128693328,1.0104075481015389
2025-02-28,1.0234979226079997,1.020415706514872,1.024903658797294
2025-03-03,0.9972355763599396,1.0055902664774552,1.0011810320238599
2025-03-04,0.9809000076490161,0.9983660318250681,0.9899774870057445
2025-03-05,0.991187737264013,1.0126087505186019,1.0036521866238775
2025-03-06,0.9742562777906802,0.9987019364929769,0.9875592235716248
2025-03-07,0.9802755547049603,1.0003209116186156,0.9954070446438164
2025-03-10,0.9422560050654892,0.9717073114685206,0.9624478535531825
2025-03-11,0.9319832173172243,0.9572384846424364,0.9465893655577112
2025-03-12,0.9409576794612282,0.9617485188240651,0.9506216083856327
2025-03-13,0.9235961744643132,0.9455809588012651,0.9301789299038753
2025-03-14,0.9422251298514457,0.9628026114585424,0.9509375085427726
2025-03-17,0.9478867129368639,0.965515922556101,0.9567758728182043
2025-03-18,0.9397289018078582,0.9569532609803151,0.9464382717597453
2025-03-19,0.9550621877650547,0.9701838882155408,0.9567737772378575
2025-03-20,0.9535258423726511,0.9673370261226674,0.9541984115695105
2025-03-21,0.9581772915456163,0.9707748016315434,0.9623409488492778
2025-03-24,0.9823192180985778,0.9864549395565775,0.9840103313572934
2025-03-25,0.9909907425518277,0.9928911181248101,0.9893967180389427
2025-03-26,0.970388064055921,0.9812883844186423,0.9746635257950339
2025-03-27,0.9568685907781087,0.985162490186763,0.9690786265539943
2025-03-28,0.9248597477734283,0.9564391794675948,0.9387200608104184
2025-03-31,0.931077658510296,0.9630930531732209,0.9446048992132292
2025-04-01,0.9329223673829393,0.9677293446281519,0.9462327744104019
2025-04-02,0.9410922344941702,0.9687202438829464,0.9529741487643072
2025-04-03,0.8709720255365007,0.935118820826955,0.8899543369916313
2025-04-04,0.8193240335327792,0.8834605946074788,0.8351902431364396
2025-04-07,0.8262739801581473,0.8795784023308587,0.8375201224703929
2025-04-08,0.815620121611261,0.865486076647126,0.8188917893614921
2025-04-09,0.8993357994407724,0.9517200303857395,0.9195249527250303
2025-04-10,0.8636454150399252,0.9242122448396987,0.880215684492329
2025-04-11,0.8759257960659359,0.9465169976089214,0.8923118442540505
2025-04-14,0.8898081423974868,0.9518739022327289,0.8988536337379915
2025-04-15,0.888738877188191,0.9478527771268762,0.8947173746907676
2025-04-16,0.8637711904756283,0.9230170129748297,0.8650420364918417
2025-04-17,0.8649932873491979,0.9174646959061558,0.8654987486923046
2025-04-21,0.8498793427489216,0.89489570150701,0.8471996701798341
2025-04-22,0.8731859622646466,0.9201749709162035,0.8701466814912947
2025-04-23,0.8961416555322845,0.9371066479500298,0.8938600366135893
2025-04-24,0.9200482727079778,0.9568133470215517,0.9185452488400109
2025-04-25,0.9288071171405978,0.9636011820150223,0.9275880029033458
2025-04-28,0.9255910790793968,0.9644858310115078,0.9278021026548211
2025-04-29,0.9280120391862086,0.9709869934285577,0.9307720891730304
2025-04-30,0.9239427884913497,0.9753287252923578,0.9317582097666596
2025-05-01,0.9300904152828581,1.0017441705081334,0.9489200798346601
2025-05-02,0.9527499347303049,1.0158340480636219,0.9667895496304014
2025-05-05,0.9528059737598484,1.0145101201764026,0.9622535502724231
2025-05-06,0.9439858928747233,1.0091983516514196,0.9519317633844393
2025-05-07,0.9220474960032207,0.9994196735355559,0.9465714203200348
2025-05-08,0.9378522789576231,1.008997929817744,0.9575073935627184
2025-05-09,0.9342000612677984,1.009781805063001,0.9575897899540265
2025-05-12,0.9746211909184527,1.0366316284406052,1.0032990548108687
2025-05-13,0.9828008683400177,1.0402967290408043,1.0135202300092145
2025-05-14,0.996490751205383,1.049537762973649,1.0211696549467895
2025-05-15,0.9963607816790786,1.0542245666857968,1.0181279763488265
2025-05-16,1.00106207351388,1.0600743483161639,1.0202142850837221
2025-05-19,1.003708575483619,1.065709652101435,1.0206942347478618
2025-05-20,0.9957254125970301,1.0604414869253755,1.0152333898052097
2025-05-21,0.9891489158997778,1.0482419055116587,1.0006085223669647
2025-05-22,0.993992250258035,1.0515246235441063,1.001861056161705
2025-05-23,0.9826268426377345,1.0370281330336024,0.9859455633623951
2025-05-27,1.0092238304858068,1.059357613255592,1.009121820303
2025-05-28,1.0050611401125837,1.056416592317033,1.0058046243462317
2025-05-29,1.0074271084185826,1.059739335941859,1.00848260911063
2025-05-30,1.0049885030175116,1.063740765892612,1.0064790760696163
2025-06-02,1.002500810845959,1.063578685303207,1.0119695073709871
2025-06-03,1.001476800056657,1.0635448991731307,1.0155268426451818
2025-06-04,1.0081009752011953,1.068869629674759,1.0256179851751137
2025-06-05,1.0088657539268888,1.0696394630982924,1.0239206201443256
2025-06-06,1.0321640318746292,1.083122052747628,1.0399845150779554
2025-06-09,1.0378385014666927,1.0829294135184957,1.0413996009415991
2025-06-10,1.0463748021206234,1.0893531559193528,1.0511910683885577
2025-06-11,1.0433771279118071,1.0896741194091795,1.0442644203079035
2025-06-12,1.0373600667264165,1.0910658401074422,1.04143274218014
2025-06-13,1.018008256045478,1.0651653180210738,1.0194218691182786
2025-06-16,1.0350411524503413,1.0754247201058982,1.0359721617484756
