Ticker,Annual Return (%),Volatility (%),Sharpe Ratio
C,58.16343502306546,31.96385163055055,1.7258068789914263
GOOGL,45.66658318732539,31.973208003023306,1.3344479910583555
GFS,63.51380745673427,54.706553708998875,1.106152798047305
AAPL,13.842716149415018,30.258733615823413,0.35833344141490975
V,8.01094315135975,23.188527596091827,0.21609578834165782
META,1.852460410665295,38.771022383969914,-0.029597867654095222
MSFT,-6.820189298847497,27.583889059841166,-0.35601177475530504
