,Ticker,Weight,Weight_Display
0,AAPL,0.030018281533095402,3.00%
1,META,0.02577378872745049,2.58%
2,GOOGL,0.39743760795463884,39.74%
3,MSFT,0.013946174497762084,1.39%
4,GFS,0.06687513940630732,6.69%
5,V,0.08396416120007077,8.40%
6,C,0.38198484668067506,38.20%
