Date,AAPL,META,GOOGL,MSFT,GFS,V,C
2025-01-03,-0.0020094462677947567,0.008994786819069178,0.012458321788103577,0.01139567952579168,0.016478366798406974,0.0016221947177468277,0.015155660007762917
2025-01-06,0.00673900574156705,0.042290187151250214,0.026487387312599475,0.010629630299606951,0.013895316581157502,-0.005938381367467271,0.024507184959646544
2025-01-07,-0.011387776916781611,-0.019533380596378658,-0.007009643606654015,-0.012808340415396802,-0.0054819531578516045,-0.004376358770127986,0.012922560443075382
2025-01-08,0.0020230522329021117,-0.011604057211051622,-0.00787763858052326,0.005184983725643244,-0.04409736495186367,0.002983966785533587,-0.005700158996968074
2025-01-10,-0.02410385171770446,0.008416440506820333,-0.009847870983028306,-0.013213658130698636,-0.01585784617209063,-0.01564313461757938,-0.02538905062060337
2025-01-13,-0.010344173195219075,-0.012226930540067071,-0.005363518727707461,-0.0042009383360923636,-0.0041502649793890845,-0.0025673333261789777,0.019187570603296678
2025-01-14,-0.004778004147505732,-0.02314522179539391,-0.007067701909590052,-0.0036433921244166667,0.009315879880499756,0.007070244631027345,0.010031623539387802
2025-01-15,0.01967588828835054,0.038485468976723114,0.03105546611383625,0.02559707908534814,0.016274104599479422,0.023261839574022947,0.0648979196920405
2025-01-16,-0.04040030259362082,-0.009431015195556336,-0.013500303122455426,-0.0040581502324681384,-0.021749543156236673,0.003066835448324312,0.003066508262108858
2025-01-17,0.007535313857827575,0.0024048094985911206,0.016017832116733688,0.010481015854655551,0.053017263023335426,0.007470491340329399,0.01885097855911244
2025-01-21,-0.03191585897303639,0.006021774240771771,0.01045920619249241,-0.001235241893140282,-0.009744687779728478,0.012546233918668381,0.021002602975541906
2025-01-22,0.005344970004767413,0.011420038438255897,0.0016157883971632536,0.04130689405009469,-0.007497713522289118,-0.00021618250495158975,0.00024493619150400825
2025-01-23,-0.0007593409814914409,0.020769824046401597,-0.0019660822777636255,0.0011429329132637278,-0.01628894596534769,0.01437118540651916,0.003550026484632429
2025-01-24,-0.003934711040624261,0.01734614880879115,0.011263849517629376,-0.005932249435269044,0.0,0.006063236618556678,-0.006098993473361181
2025-01-27,0.03178021786229279,0.019135590905069222,-0.04195610040645725,-0.021393476452092886,-0.01175908552221383,0.013143545673045542,-0.005032025292502129
2025-01-28,0.03654401552062425,0.021897885530045125,0.018195155240940064,0.029086845264230776,0.0004857343368998013,-0.0001793353963054356,-0.013938483705141835
2025-01-29,0.004616809098630492,0.0032031448761098424,0.0005632751955106929,-0.010890032833749341,0.004368930283396244,0.004185612211757173,0.008631389473506834
2025-01-30,-0.007394699851351549,0.015536084637202352,0.027941230377413584,-0.06180906066178271,0.002899950507339044,0.02134682734619675,0.015254729037699866
2025-01-31,-0.006692219313426562,0.0031732662098218345,0.015681881248466034,0.00016868857321306052,-0.0007228912779065899,-0.0036438318133757974,-0.00525274500112749
2025-02-03,-0.03385603892478206,0.012014340704676663,-0.013675251844178393,-0.009974456956441391,-0.0016879972378897046,0.01176143202687574,-0.015580519449196806
2025-02-04,0.021007951442878037,0.009649210595883417,0.025592707650813784,0.0035287007810229643,-0.020531424146435606,-0.0019375258354626945,-0.01419409830261198
2025-02-05,-0.0014175533741167534,0.0009655332082016965,-0.07292374115220157,0.0022310715920577096,0.0007399213275398608,0.012429387927216595,0.012487100020463604
2025-02-06,0.0032262255941548634,0.01010121314455148,0.0014111120464010973,0.00612145250474172,-0.048792581329284546,-0.005608847615325652,0.03611888112234185
2025-02-07,-0.023968753310749102,0.0035534515422253055,-0.0326722626000564,-0.014597525413186152,-0.00388600895251745,0.0015538242683814651,-0.007409184920879164
2025-02-10,0.0011873911886952637,0.004030691768311723,0.006096995794536042,0.006027985249534407,-0.018465499816590958,0.00922388348763814,-0.012114531297428455
2025-02-11,0.021831829893347088,0.003345311429795439,-0.006167228757094634,-0.0018920894734039129,0.06253306229589439,0.00022801504424818653,0.004707064464288813
2025-02-12,0.018270070070558475,0.007752233920552465,-0.009227261158622047,-0.005833231074290346,0.08603488266524217,0.0021953853423526404,0.001972442624192272
2025-02-13,0.01967333077751987,0.0043838361221195665,0.013779160022926229,0.003667066451773726,-0.01676227826422272,0.0117784996231729,0.010212956127014117
2025-02-14,0.012710633509537939,0.011131657003997875,-0.0048888857758878634,-0.005139581032004958,0.007940241521590119,-0.0051176544176329,0.030572341468676267
2025-02-18,-0.0005314234698778897,-0.027556406459222527,-0.007882061145947472,0.0029627578756874495,0.06603324843815472,0.008253077662317754,0.00023656545259487238
2025-02-19,0.0016360282099101564,-0.017588671355483476,0.008162360129241542,0.01252303400155963,-0.004781512415259925,-0.004204865365887045,-0.008153212063898962
2025-02-20,0.003920580586203926,-0.012688759559122964,-0.0038321801800250688,0.005290711430345985,-0.02708016652344758,-0.013343589649296828,-0.030974522186169473
2025-02-21,-0.001139021385073491,-0.016248557700838107,-0.026549730911576308,-0.019032569729804827,-0.04758693601426689,-0.005592057002325124,-0.02077681809848908
2025-02-24,0.0063123665336812795,-0.02255855266044693,-0.002281991053201704,-0.010313371424585327,-0.021447110967695027,0.0038159206997101514,-0.013936165454270233
2025-02-25,-0.00024284816198016923,-0.01591013955821463,-0.02136683607318257,-0.015098974384675445,-0.021194627878809325,0.0063739106719038485,-0.005092864492193039
2025-02-26,-0.027040123579634257,0.02463875167265317,-0.015334554734807715,0.004599204235896437,-0.0007380947210905431,-0.004146610467305911,0.011901706472549956
2025-02-27,-0.012730959115322515,-0.022947826539013394,-0.024489011575483777,-0.018012302453536577,-0.05565141840592436,0.0145736993476826,-0.0025294132566916483
2025-02-28,0.019131861615869106,0.015131349484012624,0.010563620676754093,0.011362307926450876,0.010951856081755196,0.019593106293179785,0.01369346802568927
2025-03-03,-0.01575416902354332,-0.019679833125633817,-0.019203558731427206,-0.021411233616077663,-0.04874901194222159,-0.0024537514527394055,-0.03477185376141334
2025-03-04,-0.008822401845446803,-0.022975306176204247,0.02341165229159814,0.0003089000334761671,0.01870921556638061,-0.02650493681760746,-0.06245942522163894
2025-03-05,-0.0008052980366682894,0.025734252223005072,0.012286496645625089,0.0319343177122382,0.01783350722659449,0.0012775058467431322,0.008431212476642136
2025-03-06,-0.0017391694763003729,-0.043474905358020344,-0.0038723878823984093,-0.010298554409137073,0.003922492413058087,-0.02415777775875294,-0.03262051448387926
2025-03-07,0.015892550982702147,-0.0036151743156761507,0.008761316641330952,-0.009020240721967165,0.04193805572687892,0.0033704838537709225,-0.001700204229539426
2025-03-10,-0.04847965168299473,-0.044225252475541654,-0.04485779961596437,-0.03343424415299168,-0.00637504511410969,-0.011119940992953992,-0.04328695368367619
2025-03-11,-0.02918932463623347,0.012910082889206365,-0.0110327257552284,0.0007629873630421447,-0.06277518473806032,-0.02735160195963038,0.001335059744594469
2025-03-12,-0.01747869332981411,0.02286559293369228,0.018715077694162474,0.0074121512168277,-0.010469794720685877,0.0021073494065646514,0.006666631712203497
2025-03-13,-0.0336436351368844,-0.046678211462215846,-0.026030945698704122,-0.011741115243524836,-0.008952790954823708,-0.012889003465213822,-0.010596063895834784
2025-03-14,0.018170488266351592,0.029629833479586143,0.016773200005459676,0.025846950901899257,0.03284969996883613,0.009891930152016393,0.023055207466685657
2025-03-17,0.0023888932558169262,-0.004443673876819543,-0.007251224445509297,0.0003603184031335527,0.026769206780567156,0.008288166487608883,0.016865427622875018
2025-03-18,-0.006121429375262943,-0.0372624626533995,-0.022034170640956696,-0.013326582538613851,-0.0015487861218665966,0.0006576361493777494,0.004003445468489186
2025-03-19,0.011989176082662256,0.002919212905865498,0.020041155638112595,0.011211956849273896,-0.00232678287182031,0.015234320679266,0.017373915852284094
2025-03-20,-0.005296245456846038,0.0033216010039194277,-0.006650810792215411,-0.002526803281554413,-0.011920214461500045,-0.0010887241268247028,0.005319167674714409
2025-03-21,0.019476753412553283,0.017491394854502573,0.007309585587189638,0.01142578814293449,0.013112995704810837,-0.011310659862453498,0.0022277995081187996
2025-03-24,0.011270431174758455,0.03790356398439387,0.022501244660851016,0.004651500200379521,0.028216434847533334,0.02445932926869565,0.02861905165137446
2025-03-25,0.013681911591246765,0.012054648558748937,0.01717564680043049,0.005291667342874229,-0.017875183123126415,0.0021810591814008795,0.005807638775362944
2025-03-26,-0.009921772080253355,-0.024476723609812345,-0.03224671157882486,-0.013133913367909145,-0.006664922884651592,-0.0012768391463398032,-0.016516723771592856
2025-03-27,0.010472664818015787,-0.013748350915047225,-0.01708460658957789,0.0015642428962439059,-0.018838637143807513,0.016502953321197333,-0.018978821109370658
